district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude
Vallecito Union,Albert A. Michelson Elementary,196 Pennsylvania Gulch Road Murphys CA 95247-9521,NA,NA,FALSE,tested,Murphys,Calaveras County,38.133455,-120.454529
Vallecito Union,Avery Middle,4545 Moran Road Avery CA 95224,NA,NA,FALSE,tested,Arnold,Calaveras County,38.201889,-120.365483
Bret Harte Union High,Bret Harte Union High,364 Murphys Grade Road Angels Camp CA 95221-0208,NA,NA,FALSE,tested,Angels Camp,Calaveras County,38.079472,-120.552008
Calaveras County Office of Education,Calaveras COE Main Offices,185 South Main St Angels Camp CA  95221,NA,NA,FALSE,tested,Angels,Calaveras County,38.049037,-120.523289
Calaveras County Office of Education,Calaveras County Adult Education Consortium,150 Old Oak Rd. San Andreas CA 95249,NA,NA,NA,not tested,San Andreas,Calaveras County,38.189063,-120.691444
Calaveras County Office of Education,Calaveras County SELPA Transition Program,579 Highway 49 San Andreas CA 95259,NA,NA,NA,not tested,San Andreas,Calaveras County,38.188697,-120.67422
Calaveras Unified,Calaveras High,350 High School Street San Andreas CA 95249-0607,NA,NA,NA,not tested,NA,Calaveras County,38.198063,-120.68531
Calaveras County Office of Education,Calaveras River Academy,150 Old Oak Road San Andreas CA 95249,NA,NA,NA,not tested,San Andreas,Calaveras County,38.189063,-120.691444
Calaveras Unified,Calaveras Unified Alternative-Sierra Hills Education Center,501 Gold Strike Road San Andreas CA 95249-0178,NA,NA,NA,not tested,NA,Calaveras County,38.199275,-120.686012
Calaveras County Office of Education,CCOE Extended Day Program,646 Stanislaus Ave Angels Camp CA 95222,NA,NA,FALSE,tested,Angels Camp,Calaveras County,38.074552,-120.551064
Calaveras County Office of Education,CCOE Special Education Preschool,585 Stanislaus Ave STE B Angels Camp CA 95222,NA,NA,FALSE,tested,Angels Camp,Calaveras County,38.075997,-120.549452
Mark Twain Union Elementary,Copperopolis Elementary,217 School Street Copperopolis CA 95228-0145,NA,NA,FALSE,tested,NA,Calaveras County,37.981913,-120.642339
Del Norte County ROP,Del Norte County ROP,1301 El Dorado Crescent City CA 95531-2110,NA,NA,NA,not tested,NA,Calaveras County,38.209481,-120.467123
Calaveras Unified,Gold Strike High,501 Gold Strike Road San Andreas CA 95249-0788,NA,NA,NA,not tested,NA,Calaveras County,38.199275,-120.686012
Vallecito Union,Hazel Fischer Elementary,1605 Blagen Road Arnold CA 95223,NA,NA,FALSE,tested,Arnold,Calaveras County,38.264369,-120.341536
Calaveras Unified,Jenny Lind Elementary,5100 Driver Road Valley Springs CA 95252-9113,NA,NA,NA,not tested,Valley Springs,Calaveras County,38.134353,-120.865987
Mark Twain Union Elementary,Mark Twain Elementary,646 Stanislaus Avenue Angels Camp CA 95222-1239,NA,NA,FALSE,tested,Angels Camp,Calaveras County,38.074552,-120.551064
Calaveras Unified,Mokelumne Hill Elementary,8350 Highway 26 Mokelumne Hill CA 95245-9692,NA,NA,NA,not tested,Mokelumne Hill,Calaveras County,38.298436,-120.699032
Calaveras Unified,Rail Road Flat Elementary,298 Rail Road Flat Road Rail Road Flat CA 95248-0217,NA,NA,NA,not tested,Mokelumne Hill,Calaveras County,38.330335,-120.518227
Calaveras Unified,San Andreas Elementary,255 Lewis Avenue San Andreas CA 95249-0067,NA,NA,NA,not tested,NA,Calaveras County,38.19904,-120.677195
Calaveras Unified,Valley Springs Elementary,240 Pine Street Valley Springs CA 95252-0187,NA,NA,NA,not tested,NA,Calaveras County,38.190522,-120.831751
Calaveras Unified,West Point Elementary,54 Bald Mountain Road West Point CA 95255-0096,NA,NA,NA,not tested,NA,Calaveras County,38.398306,-120.526214
