district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude
Southern Humboldt Joint Unified,Agnes J. Johnson  Elementary,73 School Road Weott CA 95571-0280,NA,NA,FALSE,tested,NA,Humboldt County,40.321362,-123.925004
Eureka City Schools,Alice Birney Elementary,717 South Avenue Eureka CA 95503-5041,NA,NA,FALSE,tested,Eureka,Humboldt County,40.777503,-124.17911
Private,Arcata Christian,1700 Union Street Arcata CA 95521,NA,NA,FALSE,tested,Arcata,Humboldt County,40.874009,-124.075295
Arcata Elementary,Arcata Elementary,2400 Baldwin Street Arcata CA 95521-5168,NA,NA,FALSE,tested,Arcata,Humboldt County,40.882387,-124.086332
Northern Humboldt Union High,Arcata High,1720 M Street Arcata CA 95521-5741,NA,NA,FALSE,tested,Arcata,Humboldt County,40.875587,-124.089782
Big Lagoon Union Elementary,Big Lagoon Elementary,269 Big Lagoon Park Road Trinidad CA 95570-9622,8.9,ppb,TRUE,tested,Trinidad,Humboldt County,41.157909,-124.130928
Blue Lake Union Elementary,Blue Lake Elementary,631 Greenwood Avenue Blue Lake CA 95525-0268,NA,NA,FALSE,tested,Blue Lake,Humboldt County,40.885068,-123.9919
Eureka City Schools,Catherine L. Zane Middle,2155 S Street Eureka CA 95501-3140,NA,NA,FALSE,tested,Eureka,Humboldt County,40.787817,-124.148956
Arcata Elementary,Coastal Grove Charter,1897 S Street Arcata CA 95521-5474,NA,NA,FALSE,tested,Arcata,Humboldt County,40.876966,-124.09863
Cutten Elementary,Cutten Elementary,4182 Walnut Drive Eureka CA 95503-6223,NA,NA,FALSE,tested,Eureka,Humboldt County,40.766511,-124.14308
McKinleyville Union Elementary,Dow's Prairie Elementary,3940 Dows Prairie Road McKinleyville CA 95519-9444,NA,NA,FALSE,tested,NA,Humboldt County,40.976905,-124.095949
Rio Dell Elementary,Eagle Prairie Elementary,95 Center Street Rio Dell CA 95562-1323,NA,NA,NA,not tested,Rio Dell,Humboldt County,40.501648,-124.105873
Humboldt County Office of Education,Eel River Community,2292 Newburg Road Fortuna CA 95540-2814,NA,NA,NA,not tested,NA,Humboldt County,40.589423,-124.142016
Eureka City Schools,Eureka Senior High,1915 J Street Eureka CA 95501-3052,NA,NA,FALSE,tested,Eureka,Humboldt County,40.78977,-124.158786
Ferndale Unified,Ferndale Elementary,164 Shaw Avenue Ferndale CA 95536-9781,NA,NA,FALSE,tested,Ferndale,Humboldt County,40.577958,-124.266706
Ferndale Unified,Ferndale High,1231 Main Street Ferndale CA 95536-9416,NA,NA,FALSE,tested,Ferndale,Humboldt County,40.584493,-124.25977
Fieldbrook Elementary,Fieldbrook Elementary,4070 Fieldbrook Road McKinleyville CA 95519-9709,NA,NA,FALSE,tested,McKinleyville,Humboldt County,40.9562,-124.034916
Fortuna Union High,Fortuna Adult Education,379 12th Street Fortuna CA 95540-2357,NA,NA,NA,not tested,NA,Humboldt County,40.594398,-124.154375
