district,schoolName,schoolAddress,medianResult,unit,lead,status,city,county,latitude,longitude
Roseville City Elementary,Barbara Chilton Middle,4501 Bob Doyle Drive Roseville CA 95747-9048,NA,NA,FALSE,tested,Roseville,Placer County,38.777173,-121.372057
Roseville City Elementary,Blue Oaks Elementary,8150 Horncastle Avenue Roseville CA 95747-6773,NA,NA,FALSE,tested,Roseville,Placer County,38.783825,-121.331171
Roseville City Elementary,Bradford Woodbridge Fundamental Elementary,515 Niles Avenue Roseville CA 95678-1543,NA,NA,FALSE,tested,Roseville,Placer County,38.756233,-121.289834
Roseville City Elementary,Catheryn Gates Elementary,1051 Trehowell Drive Roseville CA 95678-6108,NA,NA,FALSE,tested,Roseville,Placer County,38.775849,-121.28085
Roseville City Elementary,Crestmont Elementary,1501 Sheridan Avenue Roseville CA 95661-5724,NA,NA,FALSE,tested,Roseville,Placer County,38.721979,-121.254155
Roseville City Elementary,Diamond Creek Elementary,3151 Hopscotch Way Roseville CA 95747-7163,NA,NA,FALSE,tested,Roseville,Placer County,38.807446,-121.334166
Roseville City Elementary,Ferris Spanger Elementary,699 Shasta Street Roseville CA 95678-1634,NA,NA,FALSE,tested,Roseville,Placer County,38.758228,-121.284331
Roseville City Elementary,Fiddyment Farm,4001 Brick Mason Circle Roseville CA 95747-4218,NA,NA,FALSE,tested,Roseville,Placer County,38.806211,-121.357605
Roseville City Elementary,George A. Buljan Middle,100 Hallissy Drive Roseville CA 95678-5922,NA,NA,FALSE,tested,Roseville,Placer County,38.778811,-121.301087
Roseville City Elementary,George Cirby Elementary,814 Darling Way Roseville CA 95678-4419,NA,NA,FALSE,tested,Roseville,Placer County,38.736551,-121.280685
Roseville City Elementary,George Sargeant Elementary,1200 Ridgecrest Way Roseville CA 95661-7308,NA,NA,FALSE,tested,Roseville,Placer County,38.728778,-121.23776
Roseville City Elementary,Junction Elementary,2150 Ellison Drive Roseville CA 95747-8898,NA,NA,FALSE,tested,Roseville,Placer County,38.777366,-121.365152
Roseville City Elementary,Orchard Ranch Elementary,4375 Brookstone Dr Roseville CA 95747,NA,NA,FALSE,tested,Roseville,Placer County,38.787647,-121.392368
Roseville City Elementary,Robert C. Cooley Middle,9300 Prairie Woods Way Roseville CA 95747-7129,NA,NA,FALSE,tested,Roseville,Placer County,38.79522,-121.334106
Roseville City Elementary,Stoneridge Elementary,2501 Alexandra Drive Roseville CA 95661-4087,NA,NA,FALSE,tested,Roseville,Placer County,38.7583,-121.234265
Roseville City Elementary,Thomas Jefferson Elementary,750 Central Park Drive Roseville CA 95678-3513,NA,NA,FALSE,tested,Roseville,Placer County,38.787235,-121.276642
Roseville City Elementary,Vencil Brown Elementary,250 Trestle Drive Roseville CA 95678-5923,NA,NA,FALSE,tested,Roseville,Placer County,38.780524,-121.296263
Roseville City Elementary,Warren T. Eich Middle,1509 Sierra Gardens Drive Roseville CA 95661-4804,NA,NA,FALSE,tested,Roseville,Placer County,38.737333,-121.261418
Roseville City Elementary,William Kaseberg Elementary,1040 Main Street Roseville CA 95678-2067,NA,NA,FALSE,tested,Roseville,Placer County,38.752721,-121.304023
